,date,review,rating,review_tokens,review_tokens_removeST,review_tokens_removeST_vec,label
456,2023-02-13,사용하기  만족,5,"['사용', '만족']",['만족'], 만족,1
457,2023-02-13,다른 곳보다 저렴한 제품도 있고 주문도 편리하네요,5,"['다른', '곳', '제품', '주문']","['제품', '주문']", 제품 주문,1
458,2023-02-12,21112일까지 앱 열면 계속 로딩 중이고 안 열림 겨우 웹으로 들어감,1,"['앱', '계속', '로딩', '중이', '안', '겨우', '웹']","['로딩', '계속', '웹', '중이']", 로딩 계속 웹 중이,0
459,2023-02-10,3년 동안 더 퍼플 유지해왔는데 도저히 데이터관리가 안 되어 3개월 동안 재가입이 안되는 페널티에도 불구하고 오늘 탈퇴했습니다 주문내역이 검색되는 쿠팡과 달리 제가 주문한 상품만 거의 만 건에 달하는데 검색이 안돼 기억에 의존해 재주문해야 합니다 예를 들어 쿠팡은 주문 내역에서 우유를 검색하면 내가 며칠 주기로 어떤 브랜드의 우유를 시켰는지 그래서 언제쯤 다시 주문하고 막연히 우유가 아닌 언제 맛있게 먹었던 어떤 브랜드의 우유였는지 정확하게 재주문이 가능한데 컬리는 매번 리셋된 기분으로 홈페이지서 멍청하게 우유 검색 때려서 기억을 되짚어가며 혹은 아무 생각 없이 구매해야 합니다 결국은 그 단순한 주문내역 검색 기능이 없어서 뭐 하나 주문할 때마다 그냥 컬리가 떠먹여주는 오늘의 특가나 마감 세일 같은 것만 닥치는 대로 주문하게 되니 노예처럼 반추적 사고 없는 소지만을 하게 되어 결국은 탈퇴하였습니다,1,"['동안', '더', '퍼플', '유지', '도저히', '데이터', '관리', '안', '개월', '동안', '재', '가입', '페널티', '불구', '오늘', '탈퇴', '역', '검색', '쿠팡', '달리', '제', '주문', '상품', '거의', '만', '건', '달', '검색', '기억', '의존', '재주', '문해', '예', '쿠팡', '주문', '역', '우유', '검색', '내', '며칠', '주기', '브랜드', '우유', '언제', '다시', '주문', '우유', '언제', '브랜드', '우유', '재', '주문', '컬리', '매번', '리셋', '기분', '홈페이지', '우유', '검색', '기억', '아무', '생각', '구매', '은', '그', '역', '검색', '기능', '뭐', '하나', '주문', '때', '그냥', '컬리', '오늘', '특가', '마감', '일', '것', '대로', '주문', '노예', '추적', '사고', '소지', '은', '탈퇴']","['건', '페널티', '브랜드', '다시', '재주', '개월', '퍼플', '마감', '기능', '탈퇴', '데이터', '우유', '리셋', '특가', '홈페이지', '주문', '노예', '내', '며칠', '상품', '기억', '소지', '문해', '그냥', '도저히', '역', '유지', '관리', '의존', '생각', '추적', '대로', '주기', '달', '구매', '달리', '불구', '아무']", 건 페널티 브랜드 다시 재주 개월 퍼플 마감 기능 탈퇴 데이터 우유 리셋 특가 홈페이지 주문 노예 내 며칠 상품 기억 소지 문해 그냥 도저히 역 유지 관리 의존 생각 추적 대로 주기 달 구매 달리 불구 아무,0
460,2023-02-09,좋은 제품 빠른 배송 만족해요,5,"['제품', '배송']","['제품', '배송']", 제품 배송,1
461,2023-02-09,배송 너무 불편함 실시간 배송 위치 안 뜨는 거면 배송기사 연락처라도 보이게 해줘요 저녁 9시 새벽 1시까지 도착이라는데 새벽 1시 넘어도 도착 안 함 야채 얼까 봐 받고 자려고 계속 기다리는데 언제 올지 몰라서 자지도 못하는 상황이네요 배송기사 연락처 있음 언제 받을지라도 물어볼 거 아니에요 그리고 11 문의 글 남기면 답변이 한 달 걸림,1,"['배송', '실시간', '배송', '위치', '안', '거', '배송', '기사', '연락처', '보이', '저녁', '새벽', '도착', '데', '새벽', '도착', '안', '함', '야채', '계속', '언제', '자지', '상황', '요', '배송', '기사', '연락처', '언제', '거', '문의', '글', '답변', '달']","['자지', '도착', '배송', '상황', '기사', '글', '데', '달', '연락처', '새벽', '야채', '계속', '답변', '실시간', '문의', '보이', '저녁', '위치']", 자지 도착 배송 상황 기사 글 데 달 연락처 새벽 야채 계속 답변 실시간 문의 보이 저녁 위치,0
462,2023-02-08,편하고 제품들도 신선해요,5,['제품'],['제품'], 제품,1
463,2023-02-08,배송 빠르고 정확합니다,5,['배송'],['배송'], 배송,1
464,2023-02-08,쿠폰도 많이 주고  신선한 식품을 손쉽게 장 볼 수 있어 편리해요,5,"['쿠폰', '식품', '장', '볼', '수']","['장', '식품', '쿠폰']", 장 식품 쿠폰,1
465,2023-02-08,쿠폰 좋아 좋아,5,['쿠폰'],['쿠폰'], 쿠폰,1
466,2023-02-08,지금 앱은 로그인이 안 됩니다 그리고 모바일 인터넷으로 들어가면 로그인은 되는데 상품 검색이 안돼요,1,"['지금', '앱', '로그인', '안', '모바일', '인터넷', '로그인', '상품', '검색']","['상품', '지금', '인터넷', '로그인', '모바일']", 상품 지금 인터넷 로그인 모바일,0
467,2023-02-08,가격이 좋고 배달 신속 만족합니다,5,"['가격', '배달', '신속']","['가격', '배달', '신속']", 가격 배달 신속,1
468,2023-02-08,9 9 9 좋은 앱입니다 몇 년 전부터 이용하기 시작하면서 오프라인 대형마트는 안 가게 돼요 다양한 상품들이 많아서 구경하는 재미가 있어요 가끔 장바구니에 담은 것 까먹고 23개 더 구매하게 되는 게 아쉽더라고요 장바구니에 개수가 1개 이상으로 넘어가면 확인 문구나 이런 게 뜨면 좋을 거 같은데 배달해 주시는 분들도 친절하고 좋습니다,5,"['앱', '몇', '년', '전', '이용', '시작', '오프라인', '대형', '마트', '안', '가게', '상품', '구경', '재미', '가끔', '장바구니', '것', '개', '더', '구매', '게', '장바구니', '개수', '개', '이상', '확인', '문구', '게', '거', '배달', '주시', '분']","['마트', '장바구니', '상품', '배달', '가게', '문구', '오프라인', '재미', '개수', '주시', '구매', '분', '시작', '가끔', '대형']", 마트 장바구니 상품 배달 가게 문구 오프라인 재미 개수 주시 구매 분 시작 가끔 대형,1
469,2023-02-07,어디든 배달이 온 딘,5,"['어디', '배달', '온', '딘']","['딘', '배달', '온']", 딘 배달 온,1
470,2023-02-07,컬리 덕분에 삶이 달라졌어요 다크 모드가 나오면 좋겠어요,5,"['컬리', '덕분', '삶', '다크', '모드']","['모드', '다크', '삶', '덕분']", 모드 다크 삶 덕분,1
471,2023-02-07,계속 구매할 수 없습니다만 뜨네요,1,"['계속', '구매', '수']","['구매', '계속']", 구매 계속,0
472,2023-02-07,쿠폰,5,['쿠폰'],['쿠폰'], 쿠폰,1
473,2023-02-06,999 앱 너무  진작에 했어야 됐는데 상품 품질도 다른 데보다 많고 하루에 새로운 상품 들어오는 양이 많아요 진심 좋음 그래서 별 5개 말고 별 100개 주고 싶을 만큼 다 좋은데 상품 재고가 떨어져서 없으면 품절 처리돼있으면 좋겠습니다 또 환불 처리할 때 환불되었다고 바로 안내 좀 해주었으면 좋겠고요,5,"['앱', '진작', '상품', '품질', '다른', '데', '하루', '상품', '양', '진심', '별', '개', '별', '개', '만큼', '상품', '재고', '품절', '처리', '또', '환불', '처리', '때', '환불', '바로', '안내', '좀']","['별', '상품', '안내', '처리', '진심', '양', '재고', '품절', '품질', '데', '환불', '하루']", 별 상품 안내 처리 진심 양 재고 품절 품질 데 환불 하루,1
474,2023-02-06,별점 1점도 아깜다 100원이라 들어갔는데 만 원짜리 더 시키란다 차라리 5세일이라고 해라,1,"['점', '점도', '아깜다', '만', '원', '더', '차라리', '일이', '해']","['점', '아깜다', '일이', '점도']", 점 아깜다 일이 점도,0
475,2023-02-06,업데이트를 했더니 계속 컬리가 중단되었다고 하네요 들어가지지도 않고,1,"['업데이트', '계속', '컬리', '중단']","['계속', '중단', '업데이트']", 계속 중단 업데이트,0
476,2023-02-06,편리 깔끔 상품상 빠름,5,"['편리', '상품']","['편리', '상품']", 편리 상품,1
477,2023-02-05,앱이 자꾸 꺼져요 조치 부탁요,1,"['앱', '자꾸', '조치', '부탁']","['조치', '자꾸']", 조치 자꾸,0
478,2023-02-05,앱이 켜지질 않고 자꾸 꺼져요 해결해 줘요,1,"['앱', '자꾸', '해결']",['자꾸'], 자꾸,0
479,2023-02-04,정말 최악 왜 본인들 실수인 배송 오류의 피해를 소비자가 감수해야 합니까,1,"['정말', '최악', '왜', '본인', '실수', '배송', '오류', '피해', '소비자', '감수', '합']","['배송', '감수', '합', '오류', '최악', '실수', '피해', '소비자', '본인']", 배송 감수 합 오류 최악 실수 피해 소비자 본인,0
480,2023-02-03,컬 리요 제가 써본 기업 중에 최악이었어요 싸지도 않고 비싸고 배송 개판 환불 개판 상담 개판  더 이상 생략합니다 삭제할게요 탈퇴 좀 하려니까 탈퇴가 안되네,1,"['컬', '제', '기업', '중', '최악', '배송', '개판', '환불', '개판', '상담', '개판', '더', '이상', '생략', '삭제', '탈퇴', '좀', '탈퇴']","['탈퇴', '배송', '생략', '기업', '삭제', '컬', '최악', '상담', '개판', '환불']", 탈퇴 배송 생략 기업 삭제 컬 최악 상담 개판 환불,0
481,2023-02-02,회원가입 광고에 속았지만 그래도 만 원짜리를 백원에 살 수 있는 건 맞긴 맞으니깐 일단 단점은 배달비가 비싸긴 한데 요즘은 다 이정 도고 배송도 빠르니깐 그럴만하다고 생각함 장점은 아무래도 회원가입 혜택이 좋지 않은가 싶음 만 원 이상 구매 시 상품 중 아무거나 백 원에 얻을 수 있고 무료배송,5,"['회원', '가입', '광고', '았', '만', '원', '리', '백원', '살', '수', '건', '일단', '단점', '배달', '비', '요즘', '이정', '도고', '배송', '생각', '함', '장점', '회원', '가입', '혜택', '만', '원', '이상', '구매', '시', '상품', '중', '거나', '백', '원', '수', '무료', '배송']","['무료', '혜택', '건', '시', '백원', '단점', '장점', '백', '배송', '았', '회원', '거나', '배달', '상품', '이정', '광고', '생각', '구매', '도고']", 무료 혜택 건 시 백원 단점 장점 백 배송 았 회원 거나 배달 상품 이정 광고 생각 구매 도고,1
482,2023-02-02,할인,5,['할인'],['할인'], 할인,1
483,2023-02-02,다양하고 쿠폰도 후해서,5,"['쿠폰', '후']",['쿠폰'], 쿠폰,1
484,2023-02-01,폄하 지민 쿠폰 찾기 경로가 무척 어려웠음,4,"['지민', '쿠폰', '찾기', '경로', '무척']","['지민', '무척', '찾기', '경로', '쿠폰']", 지민 무척 찾기 경로 쿠폰,1
485,2023-02-01,신선하고 좋은 제품 감사합니다,5,['제품'],['제품'], 제품,1
486,2023-02-01,신선 품 빨리 받고,5,"['신선', '품']","['품', '신선']", 품 신선,1
487,2023-02-01,신선하고 빠른 배송 감사합니다,5,['배송'],['배송'], 배송,1
488,2023-02-01,쿠폰 자주 이용할 수 있어서  모든 상품이 최고예요 자주 이용할게요,5,"['쿠폰', '자주', '이용', '수', '모든', '상품', '최고', '자주', '이용']","['상품', '쿠폰']", 상품 쿠폰,1
489,2023-01-31,편하게 주문합니다,5,['주문'],['주문'], 주문,1
490,2023-01-31,회사의 규모와 명성에 비해서는 앱 안정성이 너무 떨어져서 갈수록 구매를 잘 하지 않게 되네요 웬만한 앱을 다 사용해 보지만 이 정도인 경우는 처음 봅니다,2,"['회사', '규모', '명성', '비', '앱', '안정', '갈수록', '구매', '앱', '사용', '보지', '이', '정도', '경우', '처음']","['규모', '회사', '명성', '구매', '보지', '정도']", 규모 회사 명성 구매 보지 정도,0
491,2023-01-31,타 플랫폼 이벤트도 참여할 겸 첫 구매해 보려 했으나 이미 구매 이력이 있다고 함 본인은 예전에 가입만 하고 아직 구매한 적 없음 신규 가입 3일 지나면 그냥 첫 이용자가 아니게 되나 봄,1,"['타', '플랫폼', '이벤트', '참여', '겸', '첫', '구매', '구매', '이력', '함', '본인', '예전', '가입', '구매', '적', '신규', '가입', '그냥', '첫', '이용자', '봄']","['참여', '이벤트', '타', '겸', '예전', '이용자', '구매', '그냥', '신규', '플랫폼', '이력', '본인', '첫']", 참여 이벤트 타 겸 예전 이용자 구매 그냥 신규 플랫폼 이력 본인 첫,0
492,2023-01-30,맛있고 신선행요,5,['선행'],['선행'], 선행,1
493,2023-01-30,쿠폰 많이 많이 주세 오오 오오,5,['쿠폰'],['쿠폰'], 쿠폰,1
494,2023-01-29,생활이 편리해요,5,['생활'],['생활'], 생활,1
495,2023-01-28,배송도 빠르고 제품도 신선에서  포장상태도 잘 돼요 있어 좋고요,5,"['배송', '제품', '신선', '포장', '상태']","['포장', '배송', '제품', '상태', '신선']", 포장 배송 제품 상태 신선,1
496,2023-01-28,시스템 문제를 소비자의 귀책사유로 떠넘기는 대단한 컬리 1 배송 완료 문자를 받았고 앱에서도 배송 완료 상태였는데 10시간 후에 취소 문자가 옴 일방적 취소 후 한 개만 마음대로 배송 단독으로는 필요 없는 상품이라 반품 요청을 하니 원래 컬리는 반품이 안된다고 함 2 취소 사유가 품절이었으나 정상 판매 중 문의했더니 출고 불가 상품임에도 전시 해둔 것이라 함 그럼 같은 물류 대역의 다른 고객도 주문 후 취소 통보를 받는 부정적 경험을 하지 않냐니까 배송될 수도 있다 함 재고관리시스템 엉망 3한 개 상품은 배송이 왔음에도 나머지 품절 상품에 대하여 쿠폰 제외 금액으로 환불 되어 문의하니 차액은 포인트로 지급해 준다고 함 포인트는 필요 없다고 하니 상담사가 포인트 받으면 고객님도 좋으시잖아요라고 함 4 이 모든 내용은 고시가 되어있다고 함 상품페이지나 주문서가 아닌 다른 탭에서 펼치기 해야만 보이는 단순 변심 취소 불가에 대한 내용임 정책도 없고 대책도 없는 컬리,1,"['시스템', '문제', '소비자', '귀책사유', '컬리', '배송', '완료', '문자', '앱', '배송', '완료', '상태', '후', '취소', '문자', '옴', '일방', '취소', '후', '개', '마음대로', '배송', '단독', '필요', '상품', '반품', '요청', '하니', '원래', '컬리', '반품', '함', '취소', '사유', '품절', '정상', '판매', '중', '문의', '출고', '불가', '상품', '임', '전시', '해', '것', '함', '물류', '대역', '다른', '고객', '주문', '후', '취소', '통보', '부정', '경험', '배송', '수도', '함', '재고', '관리', '시스템', '엉망', '개', '상품', '배송', '나머지', '품절', '상품', '대하', '쿠폰', '제외', '금액', '환불', '문의', '차액', '포인트', '지급', '함', '포인트', '필요', '하니', '상담사', '포인트', '고객', '함', '이', '모든', '내용', '고시', '함', '상품', '페이지', '문서', '다른', '탭', '단순', '변심', '취소', '불가', '대한', '내용', '임', '정책', '대책', '컬리']","['일방', '포인트', '판매', '대역', '지급', '변심', '수도', '나머지', '경험', '출고', '고시', '필요', '배송', '단독', '하니', '탭', '금액', '정책', '대한', '상담사', '원래', '단순', '소비자', '주문', '차액', '내용', '상품', '물류', '엉망', '상태', '재고', '불가', '문의', '쿠폰', '완료', '관리', '문자', '귀책사유', '전시', '부정', '페이지', '문서', '고객', '통보', '정상', '시스템', '반품', '취소', '품절', '대하', '대책', '환불']", 일방 포인트 판매 대역 지급 변심 수도 나머지 경험 출고 고시 필요 배송 단독 하니 탭 금액 정책 대한 상담사 원래 단순 소비자 주문 차액 내용 상품 물류 엉망 상태 재고 불가 문의 쿠폰 완료 관리 문자 귀책사유 전시 부정 페이지 문서 고객 통보 정상 시스템 반품 취소 품절 대하 대책 환불,0
497,2023-01-28,장바구니에 뭘 담든 다 품절 구매 불가네요 장바구니 담기 전에 품절이라는 말이 없는데도요,4,"['장바구니', '뭘', '품절', '구매', '불가', '장바구니', '전', '품절', '말', '요']","['구매', '장바구니', '불가', '품절']", 구매 장바구니 불가 품절,1
498,2023-01-27,샛별 배송 정말 좋아 유 가성비도좋고강츄예요,5,"['샛별', '배송', '정말', '유', '가성', '비도', '강츄']","['강츄', '배송', '비도', '유']", 강츄 배송 비도 유,1
499,2023-01-27,마켓 꼬불,5,"['마켓', '꼬불']",['꼬불'], 꼬불,1
500,2023-01-27,쿠폰 사용해서 저렴하게 구매했어요 컬리 품질 좋은 건 다들 아시죠 쿠폰 많이 주세요 또 구매하겠습니다,5,"['쿠폰', '사용', '구매', '컬리', '품질', '건', '아시', '쿠폰', '또', '구매']","['아시', '건', '구매', '품질', '쿠폰']", 아시 건 구매 품질 쿠폰,1
501,2023-01-27,항상 신선하고 빠른 배송,5,"['항상', '배송']",['배송'], 배송,1
502,2023-01-27,딸이 추천해 어요 상품이더다향한것이있씀좋겠습니다,5,"['딸', '추천', '어요', '상품', '더', '향', '것']","['딸', '상품', '추천', '어요']", 딸 상품 추천 어요,1
503,2023-01-27,새벽 배송,5,"['새벽', '배송']","['배송', '새벽']", 배송 새벽,1
504,2023-01-27,우유 100원이라면서 사기 광고하네요,1,"['우유', '사기', '광고']","['우유', '광고', '사기']", 우유 광고 사기,0
505,2023-01-26,새벽 배송,5,"['새벽', '배송']","['배송', '새벽']", 배송 새벽,1
506,2023-01-26,만족 계속 구매할래요,5,"['만족', '계속', '구매']","['구매', '계속', '만족']", 구매 계속 만족,1
507,2023-01-26,맛있는 메뉴 많고 적당한 가격,5,"['메뉴', '가격']","['가격', '메뉴']", 가격 메뉴,1
508,2023-01-26,다양한 음식 시켜서 샛별 배송으로 다음날 보내주니 편하고 음식도 맛있어요,5,"['음식', '샛별', '배송', '다음', '날', '음식']","['음식', '배송', '날']", 음식 배송 날,1
509,2023-01-26,채소들이 신선해요,5,['채소'],['채소'], 채소,1
510,2023-01-26,샛별 배송 너무 좋습니다,5,"['샛별', '배송']",['배송'], 배송,1
511,2023-01-26,왜 결제창이 안 넘어가죠,4,"['왜', '결제', '창', '안']","['결제', '창']", 결제 창,1
512,2023-01-26,디테일하게는 조금 불편하긴 해요 검색 부분 같은 거요 그래도 만족합니다,4,"['디테', '조금', '해', '검색', '부분', '거']","['디테', '부분']", 디테 부분,1
513,2023-01-25,물건 찾기 편해요,5,"['물건', '찾기']",['찾기'], 찾기,1
514,2023-01-25,편하고 너무   빠른 배송 상품 좋음,5,"['배송', '상품']","['상품', '배송']", 상품 배송,1
515,2023-01-24,100점,5,['점'],['점'], 점,1
516,2023-01-24,너무 잘 쓰고 있는 앱 중에 하나입니다 다만 추가해 주셨으면 하는 게 찾고자 하는 물건을 검색 후 브랜드명을 터치하면 브랜드사 별 품목들을 한 번에 볼 수 있게 해주셨으면 좋겠어요,5,"['앱', '중', '하나', '다만', '추가', '게', '물건', '검색', '후', '브랜드', '터치', '브랜드', '사', '별', '품목', '번', '볼', '수']","['품목', '브랜드', '터치', '별']", 품목 브랜드 터치 별,1
517,2023-01-24,샐러드 등 싱싱하고 배송 빨라서,5,"['샐러드', '등', '배송', '빨']","['샐러드', '배송']", 샐러드 배송,1
518,2023-01-24,대만족입니다 앞으로 다양한 의식주 관련 상품이 나온 다면 좋겠습니다 다이슨 드라이기 변호사 구해줘 홈스 꼭 상품이 아니어도 되지만 검증된 신뢰의 상품 채택되면 레드향 한 상자 부탁합니다,4,"['만족', '앞', '의식주', '관련', '상품', '다이슨', '드라이기', '변호사', '구', '홈스', '꼭', '상품', '검증', '신뢰', '상품', '채택', '레드', '향', '상자', '부탁']","['다이슨', '레드', '상품', '만족', '검증', '채택', '상자', '홈스', '신뢰', '변호사', '의식주', '드라이기', '관련']", 다이슨 레드 상품 만족 검증 채택 상자 홈스 신뢰 변호사 의식주 드라이기 관련,1
519,2023-01-23,안녕하세요 상단에 뷰티 컬 리 탭이 있으니 오른쪽 하단에 뷰티 컬 리 아이콘을 제거해 주시거나 옮길 수 있게 해주시면 안 되나요 일부러 그 위치에 배치하신 거 같은데 계속 실수로 눌러지니깐 여간 불편하네요,2,"['상단', '뷰티', '컬', '리', '탭', '오른쪽', '하단', '뷰티', '컬', '리', '아이콘', '제거', '수', '해주시', '안', '일부러', '그', '위치', '배치', '거', '계속', '실수', '여간']","['일부러', '위치', '오른쪽', '탭', '제거', '컬', '해주시', '배치', '계속', '상단', '실수', '아이콘', '여간', '하단']", 일부러 위치 오른쪽 탭 제거 컬 해주시 배치 계속 상단 실수 아이콘 여간 하단,0
520,2023-01-21,쓰레기 같은 쇼핑몰 명절 연휴 4일 전에 주문했는데 연휴 첫날 전화 놔서는 주문 누락으로 취소해 준다네요,1,"['쓰레기', '쇼핑몰', '명절', '연휴', '전', '주문', '연휴', '첫날', '전화', '주문', '누락', '취소']","['쇼핑몰', '첫날', '쓰레기', '전화', '누락', '취소', '연휴', '명절', '주문']", 쇼핑몰 첫날 쓰레기 전화 누락 취소 연휴 명절 주문,0
521,2023-01-21,짱 편리해요,5,['짱'],['짱'], 짱,1
522,2023-01-20,가격 포장 배달시간 모두 편하고,5,"['가격', '포장', '배달', '시간', '모두']","['가격', '배달', '포장']", 가격 배달 포장,1
523,2023-01-20,서비스 쿠폰,5,"['서비스', '쿠폰']","['쿠폰', '서비스']", 쿠폰 서비스,1
524,2023-01-20,진짜 빠른 배송에 감탄했어요,5,"['진짜', '배송', '감탄']","['감탄', '배송']", 감탄 배송,1
525,2023-01-19,할인이 되어서 기분 좋았습니다,5,"['할인', '기분']",['할인'], 할인,1
526,2023-01-19,판매 식품 종류가 조금 더 늘어났으면 좋겠어요 쿠폰도 자주 오고,4,"['판매', '식품', '종류', '조금', '더', '쿠폰', '자주']","['쿠폰', '종류', '식품', '판매']", 쿠폰 종류 식품 판매,1
527,2023-01-19,새벽 배송이라,5,"['새벽', '배송']","['배송', '새벽']", 배송 새벽,1
528,2023-01-19,왜장 바구니에 담긴 모든 것들이 품절로 뜨나요 왜죠,1,"['왜장', '바구니', '모든', '것', '품절', '왜']","['왜장', '바구니', '품절']", 왜장 바구니 품절,0
529,2023-01-19,위생적으로 믿을만하고 편리하고 맛도,5,"['위생', '만하', '맛']","['맛', '만하', '위생']", 맛 만하 위생,1
530,2023-01-18,배송이 빨라서,5,"['배송', '빨']",['배송'], 배송,1
531,2023-01-18,이때까지 주문한 건 다 좋았어요,5,"['때', '주문', '건']","['건', '주문']", 건 주문,1
532,2023-01-18,신선한 식품과 빠른 배송 아주 만족합니다,5,"['식품', '배송', '아주']","['식품', '배송']", 식품 배송,1
533,2023-01-17,정말 편해요 매우 만족,5,"['정말', '매우', '만족']",['만족'], 만족,1
534,2023-01-17,컬리 좋은 상품 늘 감사합니다,5,"['컬리', '상품', '늘']",['상품'], 상품,1
535,2023-01-17,쿠폰 이벤트를 자주 해서,5,"['쿠폰', '이벤트', '자주']","['쿠폰', '이벤트']", 쿠폰 이벤트,1
536,2023-01-16,결제 방법 중에 신용카드 포인트 결제도 같이 할 수 있게 해주세요,5,"['결제', '방법', '중', '신용카드', '포인트', '결제', '수']","['결제', '신용카드', '포인트', '방법']", 결제 신용카드 포인트 방법,1
537,2023-01-14,무슨 취소가 안되냐 최악이네,1,"['무슨', '취소', '최악']","['취소', '최악']", 취소 최악,0
538,2023-01-14,로그인하는 버튼을 찾는데 시간이 많이 걸림,4,"['로그인', '버튼', '시간']","['로그인', '버튼']", 로그인 버튼,1
539,2023-01-13,화면이 예뻐요,4,['화면'],['화면'], 화면,1
540,2023-01-13,품목과 품질이 에지 있어요,5,"['품목', '품질', '에지']","['품목', '품질', '에지']", 품목 품질 에지,1
541,2023-01-13,쿠팡 로켓 프레시와는 또 다른 장점을 지닌 앱이에요 좋은 제품이 많아서 애용합니다,5,"['쿠팡', '로켓', '프레', '시', '또', '다른', '장점', '앱', '제품', '애용']","['제품', '프레', '시', '장점', '로켓']", 제품 프레 시 장점 로켓,1
542,2023-01-13,고객센터 응대가 빠르고 친절해요,5,"['고객', '센터', '응대']","['응대', '고객', '센터']", 응대 고객 센터,1
543,2023-01-13,배달 시 파손주의 부탁합니다,4,"['배달', '시', '파손', '주의', '부탁']","['배달', '주의', '시', '파손']", 배달 주의 시 파손,1
544,2023-01-12,카테고리 선택이 자유로움,4,"['카테고리', '선택', '자유', '로움']","['선택', '로움', '자유', '카테고리']", 선택 로움 자유 카테고리,1
545,2023-01-12,앱 실행에 문제없이 잘 되고 배송도 빠르고 만족합니다,5,"['앱', '실행', '문제', '배송']",['배송'], 배송,1
546,2023-01-11,불편 없이 잘 쓰고 있어요,5,['불편'],['불편'], 불편,1
547,2023-01-11,배송 완료 누락을 시스템 오류라 그렇다 이러고 끝 오류이니 고객에게 인정하라는 당당한 컬리 클레임 대처도 안일함 쳇봇수준,1,"['배송', '완료', '누락', '시스템', '오류', '끝', '오류', '고객', '인정', '컬리', '클레', '임', '대처', '봇', '수준']","['완료', '배송', '누락', '대처', '클레', '고객', '오류', '인정', '봇', '시스템', '수준']", 완료 배송 누락 대처 클레 고객 오류 인정 봇 시스템 수준,0
548,2023-01-10,돼지고기 짱맛있어요,5,['돼지고기'],['돼지고기'], 돼지고기,1
549,2023-01-10,신선하고 빠른 배송 너무  삶에 질이 높아집니다,5,"['배송', '삶', '질']","['배송', '삶']", 배송 삶,1
550,2023-01-10,아침 배송 완료,5,"['아침', '배송', '완료']","['아침', '완료', '배송']", 아침 완료 배송,1
551,2023-01-10,자주 지급되는 쿠폰이 아주 유용함,5,"['자주', '지급', '쿠폰', '아주']","['쿠폰', '지급']", 쿠폰 지급,1
552,2023-01-10,새벽 배송이어서 편해요,5,"['새벽', '배송']","['배송', '새벽']", 배송 새벽,1
553,2023-01-10,가격도괘찮고 배달 너무 편해요,5,"['가격', '괘찮', '배달']","['가격', '배달', '괘찮']", 가격 배달 괘찮,1
554,2023-01-09,앱이 설치가 안 되네요,4,"['앱', '설치', '안']",['설치'], 설치,1
555,2023-01-09,마켓 컬리  편하고 빠른 배송,5,"['마켓', '컬리', '배송']",['배송'], 배송,1
556,2023-01-08,상품의 질 배송 서비스 모두 만족스럽습니다,5,"['상품', '질', '배송', '서비스', '모두']","['상품', '배송', '서비스']", 상품 배송 서비스,1
557,2023-01-06,사용 간편하고 배송 빠르고 좋은 상품이 많아요,5,"['사용', '배송', '상품']","['상품', '배송']", 상품 배송,1
558,2023-01-06,판매수 정렬해도 상위권에 후기 10개가 수두룩함 정렬해도 판촉 상품을 끼워 넣은 거 같은데 진짜 별로 고 불편,1,"['판매', '수', '정렬', '상위', '후기', '개', '수두', '함', '정렬', '판촉', '상품', '거', '진짜', '별로', '고', '불편']","['상품', '판매', '판촉', '별로', '불편', '상위', '고', '후기', '정렬', '수두']", 상품 판매 판촉 별로 불편 상위 고 후기 정렬 수두,0
559,2023-01-06,사용하기 편하고 상품이,5,"['사용', '상품']",['상품'], 상품,1
560,2023-01-06,디자인도  수준도 높은 앱입니다,5,"['디자인', '수준', '앱']","['수준', '디자인']", 수준 디자인,1
561,2023-01-06,컬리로 다양한 음식들과 생활에 유용한 제품들을 잘 사용하고 있습니다 선물하기에 좋은 제품들도 많고요 감사합니다,5,"['컬리', '음식', '생활', '제품', '사용', '선물', '제품']","['제품', '음식', '선물', '생활']", 제품 음식 선물 생활,1
562,2023-01-05,아주 좋습니다 접근성도 좋고 사용하기 편리합니다,5,"['아주', '접근성', '사용']",['접근성'], 접근성,1
563,2023-01-05,나름,5,['나름'],['나름'], 나름,1
564,2023-01-05,편리하고 쉽게 구매할 수 있어요,5,"['구매', '수']",['구매'], 구매,1
565,2023-01-04,새벽 배송 정말,5,"['새벽', '배송', '정말']","['배송', '새벽']", 배송 새벽,1
566,2023-01-04,배송도 빠르고 포장 박스도 너무 감사합니다,5,"['배송', '포장', '박스']","['포장', '박스', '배송']", 포장 박스 배송,1
567,2023-01-04,주문도 편하고 배송도 빨라요 물건들도,5,"['주문', '배송', '물건']","['배송', '주문']", 배송 주문,1
568,2023-01-04,바쁜 일상에 쉽게 여러 가지 구매하고 쿠폰도 주고 아침 배송 너무,5,"['일상', '여러', '가지', '구매', '쿠폰', '아침', '배송']","['배송', '아침', '일상', '구매', '가지', '쿠폰']", 배송 아침 일상 구매 가지 쿠폰,1
569,2023-01-03,품질이,5,['품질'],['품질'], 품질,1
570,2023-01-03,얼마 전부터 앱에서 결제 시 일시적인 장애가 생겼다며 결제가 안 됩니다 지우고 다시 깔아도 그러네 요로 겨우 주문했어요,3,"['얼마', '전', '앱', '결제', '시', '일시', '장애', '결제', '안', '다시', '요로', '겨우', '주문']","['결제', '시', '장애', '다시', '일시', '요로', '주문']", 결제 시 장애 다시 일시 요로 주문,0
